Project,Monitoring Season,Site,Date,Time,Temp C,Specific Cond µS/cm,DO %,DO mg/L,pH,Turbidity FNU,Depth m,Battery V
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/18/2020,12:00:06,4.404,473.5,124.8,16.17,8.92,12.85,0.361,6.07
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/18/2020,14:00:00,4.381,473.5,133.4,17.28,8.98,11.79,0.338,6.06
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/18/2020,16:00:00,4.398,470.5,143,18.52,9.05,11.97,0.35,6.07
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/18/2020,18:00:00,4.554,473.7,135,17.42,8.97,11.58,0.347,6.07
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/18/2020,20:00:00,4.437,473.7,133.2,17.24,8.97,12.28,0.351,6.06
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/18/2020,22:00:00,4.49,472.2,131.1,16.94,8.97,12.42,0.346,6.07
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/19/2020,0:00:05,4.281,469.3,130.4,16.95,8.98,12.87,0.327,6.07
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/19/2020,2:00:00,4.2,467.8,127.8,16.64,8.97,13.76,0.321,6.06
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/19/2020,4:00:00,4.143,469.3,124.9,16.28,8.93,14.57,0.309,6.07
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/19/2020,6:00:06,3.668,468.8,124.4,16.42,8.94,12.72,0.309,6.06
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/19/2020,8:00:00,3.659,468.4,115.6,15.27,8.88,12.86,0.316,6.06
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/19/2020,10:00:00,3.936,471.3,114.7,15.04,8.85,13.17,0.331,6.06
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/19/2020,12:00:00,3.706,468.1,113.2,14.93,8.84,12.98,0.316,6.05
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/19/2020,14:00:00,3.784,463.9,121.3,15.98,8.93,13.03,0.303,6.07
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/19/2020,16:00:00,3.265,453.8,119,15.88,8.96,12.39,0.328,6.05
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/19/2020,18:00:00,2.959,454.4,117.2,15.77,8.96,13.29,0.344,6.05
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/19/2020,20:00:00,2.945,453.4,114.9,15.47,8.94,12.38,0.35,6.06
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/19/2020,22:00:06,2.804,453.7,111.3,15.04,8.93,13.58,0.356,6.05
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/20/2020,0:00:00,2.849,455,109.3,14.75,8.91,13.25,0.359,6.05
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/20/2020,2:00:00,2.946,456.3,106.6,14.36,8.89,13.13,0.355,6.05
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/20/2020,4:00:00,3.054,456.3,105.9,14.21,8.87,13.12,0.342,6.05
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/20/2020,6:00:06,3.124,457.7,104.4,13.99,8.83,12.65,0.33,6.05
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/20/2020,8:00:00,3.189,456.2,104.7,14,8.81,13.49,0.31,6.05
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/20/2020,10:00:00,3.05,457.2,109.4,14.69,8.8,12.86,0.302,6.05
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/20/2020,12:00:00,3.89,457.6,112.4,14.75,8.85,13.82,0.284,6.05
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/20/2020,14:00:00,4.84,455.9,126.8,16.24,8.95,12.98,0.282,6.05
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/20/2020,16:00:00,4.704,457.3,132.8,17.07,9,12.68,0.304,6.05
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/20/2020,18:00:06,4.692,460.9,130.1,16.72,8.97,13.44,0.318,6.05
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/20/2020,20:00:00,4.575,461.6,127.8,16.49,8.96,13.79,0.321,6.05
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/20/2020,22:00:00,4.348,463.7,125.3,16.26,8.96,13.61,0.323,6.05
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/21/2020,0:00:06,4.325,463.2,122.9,15.96,8.92,13.21,0.319,6.05
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/21/2020,2:00:14,4.129,461.7,122.6,15.99,8.93,13.65,0.308,6.06
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/21/2020,4:00:00,3.882,461.9,119.3,15.67,8.91,13.13,0.301,6.04
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/21/2020,6:00:00,3.245,459.9,111.5,14.88,8.89,14.72,0.304,6.05
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/21/2020,8:00:00,3.381,460.1,110.9,14.76,8.87,14.57,0.316,6.05
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/21/2020,10:00:00,3.65,460.3,111.3,14.7,8.87,14.65,0.339,6.04
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/21/2020,12:00:00,3.997,458.9,117,15.31,8.89,13.09,0.34,6.05
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/21/2020,14:00:00,5.276,463.2,113.6,14.38,8.79,16.93,0.35,6.04
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/21/2020,16:00:00,5.379,461.4,117.5,14.84,8.88,14.05,0.387,6.05
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/21/2020,18:00:00,5.008,460.5,112.9,14.4,8.85,14.72,0.41,6.05
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/21/2020,20:00:00,4.744,463.9,108.3,13.9,8.8,14.9,0.437,6.05
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/21/2020,22:00:00,4.419,465.3,105.7,13.68,8.79,13.51,0.452,6.05
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/22/2020,0:00:00,3.881,463.1,101.4,13.32,8.77,13.5,0.451,6.04
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/22/2020,2:00:06,3.672,463.6,99.3,13.11,8.76,15.99,0.454,6.05
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/22/2020,4:00:00,3.612,463.5,98.2,12.98,8.75,14.33,0.451,6.04
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/22/2020,6:00:00,3.457,463,99.3,13.18,8.76,15.27,0.445,6.03
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/22/2020,8:00:00,3.401,465.3,94.8,12.61,8.7,16.01,0.421,6.03
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/22/2020,10:00:07,3.394,466,96.9,12.89,8.71,14.46,0.407,6.04
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/22/2020,12:00:00,3.849,461.8,108,14.19,8.82,13.89,0.381,6.05
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/22/2020,14:00:00,4.926,458.3,118.8,15.18,8.9,14.18,0.33,6.05
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/22/2020,16:00:00,5.549,457.4,126.4,15.89,8.96,13.83,0.288,6.05
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/22/2020,18:00:00,4.873,460.1,113.6,14.53,8.9,17.09,0.268,6.05
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/22/2020,20:00:00,5.004,465.1,109.6,13.98,8.86,16.55,0.268,6.05
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/22/2020,22:00:06,4.868,480,106.8,13.66,8.82,16.24,0.271,6.04
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/23/2020,0:00:06,4.569,462.1,100.4,12.95,8.81,23.71,0.288,6.03
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/23/2020,2:00:00,4.239,475.4,95.6,12.43,8.64,29,0.271,6.05
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/23/2020,4:00:00,4.285,480.4,94.1,12.22,8.55,36.78,0.246,6.05
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/23/2020,6:00:00,4.346,477.5,93.4,12.11,8.61,34.17,0.222,6.03
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/23/2020,8:00:00,4.742,475.2,93,11.94,8.59,35.56,0.223,6.04
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/23/2020,10:00:00,5.164,477.1,99.8,12.68,8.61,52.89,0.261,6.03
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/23/2020,12:00:00,6.301,469.7,104.6,12.9,8.7,32.55,0.173,6.03
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/23/2020,14:00:00,7.742,473.7,114.9,13.67,8.74,41.41,0.179,6.04
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/23/2020,16:00:00,7.534,473.3,119.1,14.24,8.83,30.04,0.21,6.04
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/23/2020,18:00:00,6.366,468.7,111,13.67,8.83,32.39,0.245,6.04
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/23/2020,20:00:00,5.201,477.1,99.6,12.63,8.73,34.01,0.289,6.02
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/23/2020,22:00:00,4.408,476.5,96.2,12.46,8.72,28.15,0.315,6.03
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/24/2020,0:00:00,3.637,479.3,93.5,12.36,8.73,41.89,0.336,6.03
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/24/2020,2:00:00,2.786,479.2,93.3,12.61,8.75,31.67,0.347,6.02
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/24/2020,4:00:00,2.232,479.6,91.5,12.55,8.73,27.38,0.357,6.02
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/24/2020,6:00:00,1.286,484,89.3,12.57,8.72,21.35,0.367,6.01
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/24/2020,8:00:00,0.491,485.6,88.3,12.72,8.71,22.12,0.381,6.01
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/24/2020,10:00:00,0.246,483.8,92.7,13.44,8.77,21.14,0.377,6.01
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/24/2020,12:00:00,0.775,481.5,101.8,14.54,8.85,20.77,0.37,6.01
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/24/2020,14:00:00,1.977,472.6,109.2,15.09,8.92,22.53,0.364,6.02
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/24/2020,16:00:00,1.014,478.6,111,15.76,8.97,20.35,0.37,6
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/24/2020,18:00:00,0.557,475.8,105.7,15.2,8.97,19.75,0.382,6.01
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/24/2020,20:00:00,0.003,474.8,103.1,15.05,8.95,31.02,0.403,6.01
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/24/2020,22:00:00,0.019,475.3,102.2,14.91,8.93,23.26,0.417,6
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/25/2020,0:00:00,0.019,475.7,101.9,14.87,8.94,18.8,0.443,6.01
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/25/2020,2:00:00,0.018,478.7,102.3,14.92,8.94,16.7,0.456,5.99
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/25/2020,4:00:00,0.021,480,97.1,14.17,8.9,17.91,0.466,6
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/25/2020,6:00:00,0.051,483.8,99.2,14.47,8.9,18.21,0.454,6.01
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/25/2020,8:00:00,0.044,491.5,103.7,15.12,8.9,17.42,0.447,6
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/25/2020,10:00:00,0.076,493.9,108.7,15.83,8.93,16.84,0.447,6.01
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/25/2020,12:00:00,0.518,502,120.7,17.36,9.03,16.21,0.421,6
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/25/2020,14:00:00,1.25,502.8,131.2,18.49,9.08,16.54,0.389,6
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/25/2020,16:00:00,1.599,498.8,138,19.27,9.12,17.78,0.379,6.01
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/25/2020,18:00:00,1.668,499,137.9,19.21,9.11,15.45,0.371,6.01
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/25/2020,20:00:00,1.75,499.4,134.3,18.68,9.09,15.63,0.369,6.01
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/25/2020,22:00:00,1.705,502.1,132.8,18.49,9.07,15.5,0.371,6
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/26/2020,0:00:00,1.659,505.2,135,18.82,9.07,15.29,0.367,6
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/26/2020,2:00:00,1.741,506.4,135.3,18.81,9.07,14.86,0.376,6.01
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/26/2020,4:00:00,1.836,507.5,131.8,18.27,9.03,15.35,0.378,6
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/26/2020,6:00:00,1.863,506.5,130.3,18.05,9.02,14.85,0.384,6.01
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/26/2020,8:00:00,1.909,505.6,128.9,17.85,9.01,14.45,0.385,5.99
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/26/2020,10:00:00,1.902,507.6,135.8,18.8,9.05,14.62,0.378,6
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/26/2020,12:00:00,2.24,505.5,150.7,20.68,9.13,14.48,0.357,6.01
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/26/2020,14:00:00,2.634,504.5,159.1,21.6,9.17,15.06,0.324,6
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/26/2020,16:00:00,2.968,503.4,163,21.93,9.17,14.86,0.309,6.01
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/26/2020,18:00:00,3.266,501.7,152.4,20.34,9.1,16.23,0.299,6
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/26/2020,20:00:00,3.354,506,154.9,20.63,9.11,15.67,0.29,6.01
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/26/2020,22:00:00,3.205,515.7,155.9,20.84,9.09,15.56,0.278,6.02
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/27/2020,0:00:00,3.278,520.3,150.3,20.05,9.04,18.45,0.264,6.01
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/27/2020,2:00:00,3.251,523.5,146.3,19.54,9,14.54,0.242,6.01
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/27/2020,4:00:00,3.258,523.7,140.4,18.74,8.93,14.08,0.222,6.02
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/27/2020,6:00:00,3.281,524.6,143.4,19.13,8.95,13.65,0.207,6.01
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/27/2020,8:00:00,3.265,523.1,136.2,18.17,8.9,15.61,0.189,6.01
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/27/2020,10:00:00,3.47,521.4,141.7,18.81,8.92,17.82,0.184,6.01
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/27/2020,12:00:00,4.075,517.8,150.1,19.61,8.95,15.06,0.173,6
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/27/2020,14:00:00,4.438,507.3,177.2,22.93,9.08,13.36,0.166,6.01
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/27/2020,16:00:00,4.745,507,182.4,23.41,9.11,14.46,0.198,6.01
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/27/2020,18:00:00,4.592,506.9,176.1,22.7,9.06,14.03,0.239,6.01
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/27/2020,20:00:00,4.521,506.1,172.5,22.27,9.03,14,0.264,6
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/27/2020,22:00:00,4.212,503.6,167.7,21.83,9.01,13.07,0.291,6.02
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/28/2020,0:00:00,4.262,504.3,162.8,21.17,8.98,13.23,0.303,5.99
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/28/2020,2:00:00,4.217,504.6,164.1,21.35,8.97,13.01,0.324,6.01
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/28/2020,4:00:00,4.166,504.1,162,21.11,8.97,12.85,0.339,6
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/28/2020,6:00:00,4.192,504.8,160,20.83,8.97,13.28,0.364,6.01
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/28/2020,8:00:00,4.112,504,157.9,20.61,8.95,13.42,0.39,5.99
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/28/2020,10:00:00,4.079,504,159.3,20.8,8.99,12.17,0.415,6
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/28/2020,12:00:00,4.282,504.8,161.5,20.98,9,12.82,0.418,6
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/28/2020,14:00:00,4.268,497.7,177,23.01,9.05,12.48,0.415,6
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/28/2020,16:00:00,4.545,495.2,184.3,23.78,9.11,12.46,0.422,6
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/28/2020,18:00:00,4.524,493.9,180.4,23.29,9.08,11.7,0.429,6.01
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/28/2020,20:00:00,4.42,493.5,175,22.65,9.05,11.94,0.438,5.99
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/28/2020,22:00:00,4.257,494.3,170.5,22.17,9.06,11.48,0.446,6
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/29/2020,0:00:00,3.814,495.9,169.7,22.32,9.07,11.01,0.447,6
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/29/2020,2:00:00,3.849,495.5,169.3,22.25,9.07,10.77,0.451,6.01
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/29/2020,4:00:00,3.957,491.9,167.7,21.98,9.03,10.98,0.445,5.99
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/29/2020,6:00:00,3.481,490.2,170.9,22.68,9.04,10.01,0.424,6
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/29/2020,8:00:00,3.167,495.2,175.9,23.53,9.1,9.03,0.42,5.99
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/29/2020,10:00:00,3.148,491.2,181.8,24.34,9.1,8.73,0.429,5.99
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/29/2020,12:00:00,3.196,486.6,183.9,24.58,9.12,9.56,0.383,5.98
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/29/2020,14:00:00,3.8,479.7,171.2,22.53,8.99,10.99,0.365,6
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/29/2020,16:00:00,3.872,476.8,189.9,24.95,9.07,11.43,0.355,5.98
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/29/2020,18:00:00,3.954,482.7,173.2,22.7,8.95,13.29,0.347,6
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/29/2020,20:00:00,4.172,488,158.4,20.64,8.85,13.63,0.36,5.99
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/29/2020,22:00:00,4.018,489,169.6,22.19,8.89,13.68,0.362,6
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/30/2020,0:00:00,3.934,491.8,171.2,22.45,8.89,12.56,0.362,5.99
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/30/2020,2:00:00,3.932,493,169.6,22.24,8.87,12.46,0.355,5.99
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/30/2020,4:00:00,4.088,492.9,166.7,21.76,8.83,13.21,0.369,5.99
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/30/2020,6:00:00,4.14,492.7,158.8,20.71,8.77,14.05,0.379,5.99
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/30/2020,8:00:00,4.015,492.4,151.4,19.81,8.75,13.61,0.395,5.99
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/30/2020,10:00:00,4.116,491.1,153.2,19.98,8.79,14.03,0.405,6
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/30/2020,12:00:00,4.29,488.2,162.6,21.12,8.9,12.99,0.379,5.99
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/30/2020,14:00:00,4.566,486,175.1,22.58,8.99,12.94,0.386,6
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/30/2020,16:00:00,4.74,483.7,182.5,23.43,9.04,14.03,0.392,5.99
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/30/2020,18:00:00,4.634,485.3,175.1,22.54,9,13.99,0.397,5.99
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/30/2020,20:00:00,4.281,485.5,177.3,23.03,9.02,12.67,0.397,6
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/30/2020,22:00:00,4.182,486.9,175.8,22.9,9.01,12.04,0.4,5.99
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/31/2020,0:00:00,4.174,487.5,172.4,22.46,8.98,10.97,0.398,5.99
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/31/2020,2:00:00,4.088,488,169.6,22.15,8.96,10.22,0.413,5.99
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/31/2020,4:00:00,4.092,489.3,168.3,21.98,8.94,10.1,0.405,5.99
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/31/2020,6:00:00,4.082,490.1,167.1,21.83,8.94,9.96,0.42,5.99
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/31/2020,8:00:00,3.966,491.5,164.5,21.56,8.92,9.79,0.427,5.99
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/31/2020,10:00:00,4.153,490.3,171,22.29,8.96,9.7,0.426,5.99
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/31/2020,12:00:00,4.578,489,177.4,22.87,8.99,9.93,0.421,5.99
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/31/2020,14:00:00,4.966,484.5,186,23.74,9.03,9.33,0.407,5.99
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/31/2020,16:00:00,5.045,483,190.6,24.28,9.06,9.11,0.407,5.99
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/31/2020,18:00:00,4.841,483.9,187.9,24.06,9.06,8.71,0.407,5.99
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/31/2020,20:00:00,4.689,484.2,182.8,23.5,9.04,8.39,0.411,5.99
Quincy Bay,Winter 2020-2021,W-M329.5Y,12/31/2020,22:00:00,4.456,484.1,179.6,23.22,9.02,10.35,0.406,5.98
Quincy Bay,Winter 2020-2021,W-M329.5Y,1/1/2021,0:00:00,4.254,482.2,181.8,23.64,9.03,9.33,0.392,5.99
Quincy Bay,Winter 2020-2021,W-M329.5Y,1/1/2021,2:00:00,4.285,482.4,178,23.12,9.02,8.73,0.388,5.99
Quincy Bay,Winter 2020-2021,W-M329.5Y,1/1/2021,4:00:00,4.266,483.5,177,23.01,9.01,9.64,0.346,5.99
Quincy Bay,Winter 2020-2021,W-M329.5Y,1/1/2021,6:00:00,4.3,486,172.4,22.38,8.97,9.9,0.333,5.99
Quincy Bay,Winter 2020-2021,W-M329.5Y,1/1/2021,8:00:00,4.331,488.9,168.7,21.89,8.93,9.08,0.302,5.98
Quincy Bay,Winter 2020-2021,W-M329.5Y,1/1/2021,10:00:00,4.406,490.5,163.9,21.23,8.91,8.94,0.307,5.98
Quincy Bay,Winter 2020-2021,W-M329.5Y,1/1/2021,12:00:00,4.499,490.9,160.6,20.75,8.88,9.21,0.282,5.99
Quincy Bay,Winter 2020-2021,W-M329.5Y,1/1/2021,14:00:00,4.612,491.5,157.2,20.25,8.84,9.22,0.277,5.98
Quincy Bay,Winter 2020-2021,W-M329.5Y,1/1/2021,16:00:00,4.557,487.4,168.5,21.74,8.94,9.2,0.297,5.99
Quincy Bay,Winter 2020-2021,W-M329.5Y,1/1/2021,18:00:00,4.521,486.5,165.7,21.39,8.91,9.61,0.308,5.98
Quincy Bay,Winter 2020-2021,W-M329.5Y,1/1/2021,20:00:00,4.22,479.7,176.5,22.97,9,9.58,0.334,5.98
Quincy Bay,Winter 2020-2021,W-M329.5Y,1/1/2021,22:00:00,4.339,482.4,167.2,21.69,8.94,9.65,0.356,5.99
Quincy Bay,Winter 2020-2021,W-M329.5Y,1/2/2021,0:00:00,4.345,483.4,161.4,20.93,8.9,9.43,0.363,5.98
Quincy Bay,Winter 2020-2021,W-M329.5Y,1/2/2021,2:00:00,4.155,482.8,163.2,21.27,8.91,9.24,0.376,5.98
Quincy Bay,Winter 2020-2021,W-M329.5Y,1/2/2021,4:00:00,4.053,482.9,161.2,21.07,8.88,9.02,0.376,5.98
Quincy Bay,Winter 2020-2021,W-M329.5Y,1/2/2021,6:00:00,4.114,483.5,161.5,21.07,8.89,9.57,0.38,5.98
Quincy Bay,Winter 2020-2021,W-M329.5Y,1/2/2021,8:00:00,3.902,483.7,163,21.39,8.89,9.4,0.387,5.98
Quincy Bay,Winter 2020-2021,W-M329.5Y,1/2/2021,10:00:00,4.081,484.6,168.1,21.95,8.91,10.01,0.383,5.98
Quincy Bay,Winter 2020-2021,W-M329.5Y,1/2/2021,12:00:00,4.456,489.8,163.2,21.1,8.88,9.22,0.358,5.98
Quincy Bay,Winter 2020-2021,W-M329.5Y,1/2/2021,14:00:00,4.833,486.1,171.4,21.96,8.95,9.35,0.345,5.98
Quincy Bay,Winter 2020-2021,W-M329.5Y,1/2/2021,16:00:00,4.736,489.3,169.2,21.72,8.93,9.44,0.349,5.98
Quincy Bay,Winter 2020-2021,W-M329.5Y,1/2/2021,18:00:00,4.716,493,162.5,20.87,8.88,8.99,0.342,5.98
Quincy Bay,Winter 2020-2021,W-M329.5Y,1/2/2021,20:00:00,4.511,490.2,161.8,20.89,8.87,7.86,0.335,5.96
Quincy Bay,Winter 2020-2021,W-M329.5Y,1/2/2021,22:00:00,4.485,491.4,161.6,20.88,8.87,8.13,0.331,5.97
Quincy Bay,Winter 2020-2021,W-M329.5Y,1/3/2021,0:00:00,4.187,484.8,162.7,21.2,8.93,8,0.328,5.96
Quincy Bay,Winter 2020-2021,W-M329.5Y,1/3/2021,2:00:00,4.317,484.3,162.6,21.11,8.88,8.43,0.329,5.96
Quincy Bay,Winter 2020-2021,W-M329.5Y,1/3/2021,4:00:00,4.345,486.3,159.3,20.66,8.87,8.46,0.337,5.96
Quincy Bay,Winter 2020-2021,W-M329.5Y,1/3/2021,6:00:00,3.896,483.2,163,21.4,8.93,8.56,0.335,5.96
Quincy Bay,Winter 2020-2021,W-M329.5Y,1/3/2021,8:00:00,3.896,487.6,155.8,20.44,8.86,8.01,0.342,5.96
Quincy Bay,Winter 2020-2021,W-M329.5Y,1/3/2021,10:00:00,4.026,488.4,157.9,20.65,8.86,7.92,0.344,5.95
Quincy Bay,Winter 2020-2021,W-M329.5Y,1/3/2021,12:00:00,4.368,490.6,164.1,21.28,8.92,8.37,0.338,5.96
Quincy Bay,Winter 2020-2021,W-M329.5Y,1/3/2021,14:00:00,4.812,494.4,155.3,19.89,8.78,7.97,0.334,5.96
Quincy Bay,Winter 2020-2021,W-M329.5Y,1/3/2021,16:00:00,5.049,497.5,142.9,18.2,8.54,7.24,0.338,5.96
